,^SPX,^RUT,URTH,AGG,IEF,TLT,VNQ,GLD,DBC,PUT,^VIX,^IRX,CDX.NA.IG
2023-08-02,0.051462013148038305,0.03329383476915734,0.05497386283973183,0.28348370654999583,0.17346554574139175,0.04850257184823256,0.034627822344335465,0.08132396950458445,0.04904559151629457,0.14871852749851222,0.0024572154856849363,0.03106882963657753,0.007576509117463228
2023-08-03,0.05114791024193526,0.03315481083352506,0.05450954346816554,0.28369626306329987,0.1739543497148979,0.049149750286989355,0.03462884389911776,0.08128181395439406,0.04926570500889811,0.14804610284546335,0.002393179049220124,0.031216543131709955,0.00755518450238369
2023-08-04,0.05072758917483598,0.03283799025706665,0.054118078332941154,0.2836804750834384,0.17457606518258945,0.04857829231714123,0.03433367280031913,0.08066307813430133,0.04871211278058124,0.14661339171192758,0.00237760419419061,0.03527635979657198,0.007505290234095545
2023-08-07,0.05117840106296424,0.033054668537503315,0.05452173804863385,0.28234153177974747,0.17341935754329063,0.04863864230151213,0.03440846788908187,0.08089202135194484,0.0489598797956855,0.14704138026503114,0.0023895193865858208,0.03558807177223785,0.007566320265781298
2023-08-08,0.05101033956675544,0.03301690786369676,0.05435027812169502,0.28229815706031725,0.1736200544893773,0.048469777954158556,0.034259497274207816,0.08174435330896945,0.04905662633956179,0.14630898069712217,0.002369016402630061,0.03595173766850186,0.007544273253006609
2023-08-09,0.05052617026410811,0.032735035526590815,0.05383158164490063,0.2849976446221406,0.1750361088291801,0.04854816886376277,0.03393282088692271,0.08134451303478654,0.04863065820650191,0.14489654962990592,0.0023477081785135577,0.03570370553834444,0.007469334774341916
2023-08-10,0.05034378010266885,0.03268074624135298,0.05366862995057613,0.2853811522655704,0.17530599250695877,0.04877766704332666,0.03391763689292051,0.0813255300778019,0.04865865710096439,0.14429429220835424,0.0023428684105758655,0.03584981690015503,0.0074532302987744955
2023-08-11,0.05043562863162244,0.03284091329894894,0.0537816663898587,0.2840561634244066,0.17468836445912597,0.04851231546737556,0.033973470915173457,0.08144582184592525,0.048774701800247795,0.14446972578635583,0.0023470964952222377,0.03719207058938559,0.007482060896351627
2023-08-14,0.05095524368423106,0.03330017773948713,0.054429653488043656,0.2833069761893326,0.17385014163952328,0.048440226309490686,0.03405096192934423,0.08128210352906858,0.048917250243348843,0.1441257471881179,0.002356179408271824,0.037311517946977776,0.007673820704762473
2023-08-15,0.050760036268752765,0.03320234730193057,0.054259210091703355,0.28367140175563804,0.1739993371808403,0.04899073444292693,0.03392624570011948,0.08102842099927215,0.049267183655261844,0.14334527897246646,0.0023507686454221693,0.03754133740374025,0.007657697581925933
2023-08-16,0.050960779168626624,0.033363268704165006,0.05429113236474936,0.2842326956698552,0.1741839929437948,0.04908452600662016,0.034042615148684285,0.081260112419186,0.04909124048120614,0.14193615330893797,0.0023154272114448457,0.03752391286317397,0.007714143709555743
2023-08-17,0.050922786099749595,0.033285735747118045,0.054211289856271036,0.28426519735452815,0.1742767740014585,0.049041822654524614,0.03398569990246664,0.08182512852890222,0.04929965444488491,0.1413157806389943,0.002317035022284304,0.03754605723264349,0.007707038516174227
2023-08-18,0.05083717280014024,0.033206758072060985,0.05413236790331644,0.2843136582911013,0.17427772782915793,0.04905711129263337,0.033953273368212106,0.08183064683373839,0.0494623958563247,0.14060192965720086,0.002304703570505212,0.03831556388048056,0.0077066906451280035
2023-08-21,0.05081881589629615,0.03329157997378276,0.054136344971105775,0.28503624331462807,0.17447684032974917,0.04907013972475186,0.03389677814318111,0.08184649892042303,0.049316400423271234,0.1396791798357825,0.0022970067673100058,0.038410435104259774,0.007723736595458507
